probes,Symbols,X,DCIS_1_S1.CEL,DCIS_2_S1.CEL,DCIS_3_S1.CEL,DCIS_4_S1.CEL,DCIS_5_S1.CEL,DCIS_6_S1.CEL,DCIS_7_S1.CEL,DCIS_8_S1.CEL,DCIS_9_S1.CEL,Healthy_1_S1.CEL,Healthy_2_S1.CEL,Healthy_3_S1.CEL,Healthy_4_S1.CEL,Healthy_5_S1.CEL
232861_at,PDP2,232861_at,5.690714313,5.589588762,6.531173194,5.588322503,6.398799469,7.216407226,6.73262797,5.495140677,6.089813515,6.175399592,5.744805056,5.552030163,7.597715425,7.328179866
232862_at,ABHD5,232862_at,3.429990553,3.561895784,3.00651791,3.59646253,3.409278547,3.376189176,3.641322196,3.296316974,3.847601683,4.221317167,3.599922178,3.758690148,4.745516705,4.064211665
232863_at,NA,232863_at,4.940570626,4.98984519,4.780010429,4.724611808,5.203483174,4.968812403,4.76945953,4.965823391,5.237866141,5.205457999,4.815042105,4.66836347,5.146383214,4.99553933
232864_s_at,AFF4,232864_s_at,6.439608352,6.676025536,6.563249392,6.598716289,6.908463099,6.365888281,7.129560283,6.317198567,6.843210407,6.278785796,6.516929769,6.570563328,6.571089677,6.083845415
232865_at,AFF4,232865_at,7.690386629,8.100353419,7.713002584,7.876971291,8.13883493,7.240731662,8.312487169,7.669848723,8.109044913,7.629836041,7.762398612,7.749239871,7.579117852,7.686659512
232866_at,ZSCAN18,232866_at,5.782447596,5.692977799,5.960047211,5.579879872,5.833046875,5.950654058,5.864901442,5.988512,6.052672439,5.904091411,6.122066856,6.092666965,6.196205131,6.019427189
232867_at,NA,232867_at,6.882019346,7.030721029,6.589754372,7.029602446,7.192145055,6.581969258,7.11655503,7.066119986,6.707833825,7.062175074,7.136292412,6.896772191,6.79802506,6.814856298
232868_at,EQTN,232868_at,3.404303824,3.178213534,3.634763757,3.222705618,3.19504407,3.324508773,3.409461114,3.366666057,3.275907536,3.285959765,3.346735368,3.251653204,3.355685052,3.516934431
232869_at,SRGAP3,232869_at,5.824297956,5.343096986,6.0222384,6.04969867,6.018316718,5.951402698,5.905392663,5.988512,6.120637164,5.773530603,5.672716267,5.812805823,6.104760066,5.560147278
232870_at,HDAC10,232870_at,5.612740792,5.819934728,5.940536396,5.80071739,5.804814008,5.65554101,5.821476132,5.783267038,5.737566415,5.635512169,5.680932727,6.274004495,5.825710991,5.713951014
232871_at,NA,232871_at,4.446579254,4.409375933,4.23138926,4.561917749,4.918805163,4.645463183,4.980321547,4.809627456,4.895524947,4.594683694,4.935892108,4.896484336,4.905315055,4.94268597
232872_at,NA,232872_at,2.90804735,3.1140305,3.229629315,3.085242971,3.294919214,3.122101474,3.414359225,2.827885598,3.310714612,3.15679559,3.050225856,3.12108121,3.142470697,3.092066811
232873_at,ZNF33A,232873_at,5.920746569,5.976774581,5.888337588,5.580451189,5.428981449,6.70972447,5.816690206,6.04828535,5.742554171,5.788810763,6.021428758,5.535679413,6.031896748,5.83704592
232874_at,DOCK9,232874_at,5.904737386,6.375468106,6.900902427,6.83686536,5.227784347,6.182921709,5.937027461,6.069754152,7.110834615,7.499617613,7.466074968,7.246068673,6.44028448,6.353764103
232875_at,FOCAD,232875_at,4.249879322,4.234659617,4.030932833,4.335416608,3.968037275,4.027494603,4.302733866,4.347158546,3.941760196,3.764206203,3.917422649,4.142379845,4.161216538,4.124440983
232876_at,NA,232876_at,6.672210014,7.251340359,6.464956428,7.229774014,7.00982332,7.001148112,6.89983889,6.771472459,7.132828237,7.326372154,7.220400377,7.478155087,7.342417574,6.788543232
232877_at,NA,232877_at,5.083273094,5.07092838,5.194903577,5.287513721,5.444124405,5.236333721,5.431703989,5.303856181,5.361200167,5.08280813,4.817497705,5.460649127,5.307383716,5.129591188
232878_at,NR2F2-AS1,232878_at,6.064159264,6.325934776,6.379335977,6.719107034,6.3639256,5.828647531,6.279138724,6.292052222,6.284617514,7.56400714,7.365045346,7.631455984,6.202146857,6.066289757
232879_at,CRTC3,232879_at,4.845698672,5.183886884,4.639879765,5.25050358,4.998957357,4.669057716,5.082311601,4.843084143,4.660541755,5.395853869,5.249524742,4.703619783,5.033718035,5.309667648
232880_at,NA,232880_at,5.098288875,5.057054691,5.139753094,4.911796514,4.96247503,5.139006173,5.034592768,5.169081151,5.024206417,4.858763645,4.896596985,4.938770597,5.033718035,5.2425526
232881_at,GNAS-AS1,232881_at,3.369083079,3.262812836,3.452565958,3.258208784,3.461180876,3.380224304,3.181536022,3.460879022,3.371995144,3.489985706,3.61993688,3.754948688,3.487877047,3.505312651
232882_at,NA,232882_at,7.193815322,7.91368968,7.327199869,8.054999825,6.979658808,7.013653792,6.400563558,7.258450517,6.404797101,8.809875607,8.799513791,7.7007383,8.506912799,8.377492629
232883_at,NA,232883_at,6.048009372,6.240036894,6.090381053,6.301922756,6.288723688,5.958674799,6.259489643,6.028201143,6.132845304,7.089598638,6.605640515,6.850928275,6.04952633,6.792743501
232884_s_at,ZNF853,232884_s_at,5.450784328,6.950378017,5.677923466,5.937006338,5.436165767,5.919270355,6.47503863,5.819942301,6.324321274,5.999824364,6.017270017,6.634796647,6.50542571,6.161330258
232885_at,BBIP1,232885_at,4.734249939,5.257500895,5.319497534,4.876071872,4.602359972,4.251084166,5.212341092,4.58216727,4.572796697,4.796203362,4.647206728,5.374206811,4.456481229,4.087687487
232886_at,NA,232886_at,4.000146114,3.777418539,4.15272682,4.000146114,4.238001998,4.623392786,4.068391287,4.17718462,4.52840642,4.021719176,4.354005314,4.275895176,4.013859452,4.111219646
232887_at,PIRT,232887_at,5.469653674,5.250425542,5.399364798,5.132463944,5.532668973,5.313866512,5.417698472,5.355697457,5.469653674,5.138157549,5.258453799,5.231955663,5.450389773,5.420640048
232888_at,ISM1,232888_at,4.453674861,4.336610174,4.376316478,4.635964708,4.427038064,4.584160878,4.183983183,4.397296713,4.047739431,4.376838249,4.686593888,4.505748142,4.456182646,4.493756034
232889_at,NA,232889_at,10.70725761,12.2742303,11.03825047,10.63419522,11.7483588,10.1847969,11.78138227,10.2740159,11.41699196,9.125474156,10.42617351,10.69980426,9.332835427,9.952120401
232890_at,NA,232890_at,6.879383778,7.27446102,6.481385538,7.224475564,6.83603572,6.790424071,7.208225823,6.72780955,7.075681251,6.706427047,7.197144399,7.486090171,6.450181139,6.204679774
232891_at,SIRPD,232891_at,6.545494656,6.610676423,6.624076561,6.468701704,6.539914777,6.667573044,6.47730699,6.599311768,6.431532047,6.306973192,6.550255197,6.550316019,6.598778324,6.382169958
232892_at,MIR1-1HG,232892_at,6.865991177,6.479977536,6.662068445,6.433325767,6.458826928,6.808651278,6.46764612,6.475313778,6.47329981,6.81352312,6.820573292,6.786118565,6.667716429,6.687932363
232893_at,LMBRD2,232893_at,3.872960789,3.696524825,3.961326228,3.656398493,4.038603867,4.083555228,3.806639902,4.05035416,4.141976347,3.683623208,3.667144318,3.497570806,3.165808889,3.741810073
232894_at,NA,232894_at,5.982593081,6.068527368,5.988589409,5.999144282,5.870142596,5.963846799,6.019370328,6.063827582,5.940733676,5.856374493,5.739628621,6.141403315,5.713951014,5.749799482
232895_s_at,NA,232895_s_at,5.313417336,4.715282706,5.489680616,5.08572884,4.779774747,5.030228015,4.977722019,5.060993826,5.075634654,5.07362807,5.196061991,5.094703252,5.091835729,5.258944385
232896_at,ERBIN,232896_at,4.357062163,4.266270722,4.694163785,4.372409675,4.401353192,4.629431527,4.608060175,4.171495416,4.240355337,4.047380553,3.940708993,4.255329377,4.218540604,4.142267714
232897_at,LERFS,232897_at,4.368516382,4.425233814,4.508531407,4.280990421,4.627293143,4.542420976,4.267937421,4.27590262,3.878673348,4.713957555,4.18091642,5.407328733,4.370929061,4.447271877
232898_at,DAB2,232898_at,7.059486834,7.086716504,5.528122945,7.611004853,6.70916002,6.186231228,7.212996544,7.431601745,6.833856513,8.104953574,8.320297324,7.289833427,7.589354919,6.945174939
232899_at,NA,232899_at,6.757753777,6.920485822,6.725984716,7.217890056,6.716294851,6.81444877,7.007315212,7.183973427,6.976351214,7.13394721,6.402421115,6.597785189,6.759527748,6.776473709
232900_at,HERC2P7,232900_at,4.305509627,4.521689866,4.396890813,4.462596539,4.150844762,4.374689125,4.316142895,4.339442733,4.357314422,4.516793794,4.563791333,4.209205985,4.430565149,4.380472286
232901_at,RARS2,232901_at,5.730718939,5.661304335,5.699923865,5.583658685,5.772632881,5.604654807,5.602651983,5.671248655,5.640030476,5.877684461,5.746759815,6.322214175,5.420567259,5.140348519
232902_s_at,RARS2,232902_s_at,6.97545898,7.396425572,6.756468183,7.310314127,7.146007046,7.338737737,7.446056186,7.722850241,7.159838768,7.846403751,7.498449332,7.599529269,7.674069352,7.014794019
232903_at,NA,232903_at,5.626082704,6.206521703,5.514353732,6.126592539,5.665747304,5.637785177,5.726836064,5.718635512,5.297974413,5.711797164,6.214192493,5.910672702,5.829680742,6.182149586
232904_at,SLC7A14,232904_at,4.357062163,4.073799787,4.353867949,3.949750946,4.027152057,4.256122732,4.291603824,4.103144073,4.125793944,4.357062163,4.162326127,4.098170697,4.194650217,4.312581851
232905_at,GTF2H5,232905_at,3.136150649,3.177777782,3.180604527,3.05737069,3.14912997,3.243326379,3.297043293,3.13731455,3.579737923,3.816091904,3.581803363,3.813425586,3.347149643,3.424726981
232906_at,NA,232906_at,6.503972027,6.467808992,6.294428862,6.454967291,6.098268474,6.274135708,6.519220648,6.308050241,6.460983389,6.514954329,6.099894769,6.440480428,6.695035082,6.546791481
232907_at,UBR4,232907_at,6.754498169,6.382742011,6.865521195,6.636422045,6.532380214,6.871228873,6.880153945,6.671617533,6.660985592,6.584992763,6.635666074,6.67785644,6.918635836,6.937290748
232908_at,ATAD2B,232908_at,5.598073736,5.133590664,5.658622472,5.640498819,5.373781655,5.304610895,5.535581119,5.167887733,6.43845288,5.512397317,5.252729777,5.151978914,5.147891752,4.617616181
232909_s_at,BPTF,232909_s_at,8.741226592,9.001869393,9.108393088,8.838436283,9.337752016,8.45622493,9.230035887,8.676382667,8.43369713,8.949597147,8.850954809,9.207892845,8.964542195,8.786415041
232910_at,BBIP1,232910_at,5.608002616,5.866572919,6.168999987,5.411718372,5.778729932,5.558415858,5.90835875,5.632948531,5.346649655,5.847431333,5.264510623,6.134998308,5.412404078,5.503320122
232911_at,ZFP14,232911_at,4.399981468,4.3780422,4.357947895,4.382380507,4.406982024,4.070492148,4.382041141,4.168173953,4.592405535,4.262324714,4.407416581,4.618983622,4.638646329,4.659521639
232912_at,GPR180,232912_at,5.285642248,5.342630949,5.211877818,5.402734468,5.137653152,5.406228259,5.540255251,5.594064166,5.747374004,6.091553744,5.442894384,5.447851273,5.523609634,5.25067776
232913_at,TMED8,232913_at,5.694666062,5.737979166,6.056685968,6.030609866,5.877689937,5.982591262,5.956906273,5.913676615,5.918543095,5.921813941,5.953521611,5.813993398,6.08434405,6.005527109
232914_s_at,SYTL2,232914_s_at,9.391404552,9.074688689,9.426629791,9.007548483,10.36458199,9.078194881,9.825955149,9.713385466,7.958220146,8.595483844,8.130544028,7.813288788,8.344078411,7.808129109
232915_at,DDX49,232915_at,5.289384942,5.124836383,5.484143497,5.398106138,4.941138379,5.320727765,5.279732131,5.303856181,5.412458214,5.384807061,5.400187305,5.268259529,5.339125968,5.454045621
232916_at,NA,232916_at,6.124941577,5.73373047,5.694940115,6.33178908,6.394333373,5.221142263,4.915420192,6.213919337,6.904231013,6.704421921,6.594348548,6.127185588,6.074510754,6.548366751
232917_at,NA,232917_at,4.910671671,5.063923414,5.294916935,5.088074915,5.067202825,5.091136813,5.192058368,4.99472968,5.334993287,5.239597451,5.092974168,5.01197631,5.375499865,5.285869184
232918_at,MIR4435-2HG,232918_at,5.986039549,6.217875065,5.915060314,5.780554055,6.03373953,5.716346205,5.945120779,6.067831523,6.042325773,5.987723565,6.091618003,5.420842888,6.264677587,6.137382658
232919_at,AFG3L2,232919_at,5.269763651,5.339305161,5.636549398,5.358169791,5.171546319,5.355785637,5.417930723,4.961582872,6.17260474,5.670137196,5.097060435,5.565389767,5.500091125,5.621023704
232920_at,NA,232920_at,3.933013215,3.426775973,3.996527584,3.994293555,3.931511215,3.916102003,4.096706043,4.00884536,3.780026586,3.774784377,3.589116349,4.043882148,4.058299552,3.930931189
232921_at,KIAA1549,232921_at,4.138288947,4.474577184,3.959435244,4.205064889,4.203205715,4.107278375,5.132088769,3.904692765,4.371071032,3.861509757,4.012623194,4.054583984,3.950960295,4.240955857
232922_s_at,SLC17A9,232922_s_at,6.794738195,6.521075797,6.763177041,6.771432695,6.772264855,6.685698895,6.281531177,6.691330072,6.359357192,6.605951988,6.721220402,7.053915529,6.827495665,6.705252243
232923_at,NA,232923_at,6.259182031,6.314695167,6.403290379,6.540384489,6.471899036,6.56310874,6.75385545,6.435028424,6.834966513,6.252645779,6.361340198,6.584469245,6.366693028,6.515113848
232924_at,LRRC17,232924_at,3.704282298,4.94571353,3.606352126,4.457771794,3.270296476,3.811339602,4.034740704,4.184148179,3.706045799,3.894361699,4.292073432,4.25989919,4.108227526,3.771899373
232925_at,NA,232925_at,4.91099903,5.173912048,4.962511646,5.691718102,4.715090873,4.345940593,5.180405847,5.169490939,8.454722263,6.456514689,6.236918367,6.34789683,5.682544696,5.234213391
232926_x_at,ANKRD19P,232926_x_at,7.254165992,6.477663483,6.806475686,6.772004987,7.00366681,6.95423404,6.595661078,7.068047882,6.960862888,6.678073426,6.70555981,6.853570038,6.901126703,6.865152129
232927_at,NA,232927_at,5.538597281,5.637188642,5.772237764,5.461566786,5.687331182,5.758825475,5.418327121,5.62846988,5.045934835,5.204305458,5.025983521,5.737980764,4.970206022,5.784699551
232928_at,NA,232928_at,5.566266794,6.738188146,5.534678766,5.604985476,5.839783843,5.123274625,6.391673313,5.649901243,5.820205082,4.942018037,5.667790543,5.820339434,5.578253412,5.423504289
232929_at,ZBTB20,232929_at,6.602337631,7.571585714,7.066951001,6.988667924,6.970755388,6.781857214,7.119817873,6.517117661,7.265339473,7.502712465,7.486714352,7.680523652,7.006572062,6.667426644
232930_at,DOCK1,232930_at,4.595560237,4.459286571,4.889264131,5.132463944,4.540256788,4.177546114,5.159659111,4.814617603,4.331123529,4.700008434,4.699585657,4.775546992,4.545431084,4.454387803
232931_at,SNRNP200,232931_at,7.020869776,7.127839589,7.045906079,7.073724198,7.153400011,7.037711285,7.084138756,7.03234859,6.778780958,6.858757979,7.202936357,7.155918201,7.129611262,6.972245175
232932_at,NA,232932_at,4.95139224,5.521554877,5.440624979,4.638966152,5.15089587,5.170994721,4.950404826,5.073233038,4.777587764,5.425583363,5.096559985,5.083492618,4.969665144,4.646897184
232933_at,NA,232933_at,5.089995984,4.682978955,5.111024836,5.003230313,4.977808073,5.003230313,4.983552333,5.092216986,5.119284377,4.898604166,4.887924653,5.144576957,5.23076677,4.978265092
232934_at,NA,232934_at,4.266757485,4.532301858,4.060031731,5.473003023,4.135473252,3.951693589,4.354785725,4.210323109,5.456440288,3.99515987,4.354785725,4.042169398,3.873871569,4.378115747
232935_at,NA,232935_at,7.141202033,8.060711356,7.646440916,8.427713639,7.434909401,6.630113157,7.330144027,7.629044955,7.329715391,9.205929202,9.317181339,9.008155799,8.886072168,8.51236594
232936_at,KCNA7,232936_at,3.893596481,3.604561282,3.884928295,3.701030978,3.739325866,3.725073191,3.719150031,3.511886016,3.518773558,3.807068876,3.728650929,3.487026971,3.851736417,3.709355492
232937_at,NA,232937_at,6.809528858,6.604711025,6.936672196,6.772004987,6.9484011,6.631506266,6.632535261,6.630472985,6.502284179,6.853500405,6.888409774,6.800718052,6.796499123,6.731259157
232938_at,SFMBT2,232938_at,5.901309972,5.845968928,5.948615596,6.090876434,5.916650117,6.196358344,5.698387997,6.013383557,5.84103543,5.996780286,5.959972748,5.977743319,5.736821869,5.957022183
232939_at,NA,232939_at,5.900850107,5.815107773,6.224285608,5.730406902,5.53259806,4.78038707,5.730764481,5.011759992,5.707899738,5.470429328,5.701497459,6.060571605,4.895082849,4.901425822
232940_s_at,KMT2C,232940_s_at,5.602918705,5.588043172,6.08013097,5.755764382,6.028312036,5.94941738,6.703716312,6.13588913,6.006634174,6.092099867,6.009206521,6.322489637,6.04670716,5.838590685
232941_at,TMPRSS6,232941_at,4.677592169,4.417879841,4.453150067,4.648708238,4.549502909,4.549502909,4.638899477,4.641116294,4.532256469,4.321409215,4.51730415,4.521784944,4.4257144,4.537571555
232942_at,PYROXD2,232942_at,5.048789228,4.919285445,5.003003321,4.869904007,4.697832436,4.893490255,4.889774121,5.092353768,4.740874667,5.036332666,5.127798836,5.214892632,4.759885566,5.177814588
232943_at,NA,232943_at,4.08625129,3.872158197,4.036960789,4.024448419,3.948996294,4.033978687,4.101534325,4.306418805,4.101763369,4.073975938,3.957790815,3.957204414,4.122674315,4.223069462
232944_at,NA,232944_at,4.823702419,7.046481243,7.007001137,5.308860788,5.837079913,5.8516792,5.998765425,5.005930284,4.849737319,5.346649655,6.074218112,6.150571821,5.27453637,5.581443284
232945_at,PUS10,232945_at,3.676179004,3.529946871,3.625963545,3.75582865,3.90348708,3.601863022,3.898721293,3.592977177,4.838756575,3.82874004,3.501218715,3.769144825,3.467860742,3.180529418
232946_s_at,NADSYN1,232946_s_at,7.530895313,7.461775447,7.482981159,7.418472541,8.247156406,7.735885862,7.000986605,7.335534639,6.42630271,7.309190257,7.462929467,7.346602448,7.415517009,7.367162342
232947_at,NA,232947_at,4.55813302,4.556452936,4.206428848,5.098750749,4.369036952,4.401042585,4.891215277,4.271645849,4.744532965,3.986483622,5.041853922,5.494480993,4.45245683,5.054140973
232948_at,NA,232948_at,6.432492098,7.349845422,7.201340516,6.644183772,6.563404817,6.565537097,6.897313596,6.858225238,6.410375104,6.612687619,6.683412272,7.019225463,6.769582246,6.834022282
232949_at,NA,232949_at,7.438974066,7.415589095,7.506727511,7.411608143,7.085836506,7.161493553,7.286044047,7.393474585,7.152274392,7.156117814,7.400146114,7.170669037,7.071589731,7.272389921
232950_s_at,PITPNM2,232950_s_at,6.486705432,6.339006709,6.486616235,6.340632447,6.212848536,6.467855863,6.169153699,6.104202624,6.371679278,6.595333249,6.59574691,6.286377788,6.856051353,6.429645848
232951_at,NA,232951_at,4.616486584,4.039022983,4.431969865,4.653269868,4.706294253,4.567449945,4.554240825,4.420357063,4.900076446,4.263165633,4.862809184,5.792330237,4.518775436,4.909174932
232952_at,NA,232952_at,7.871071854,7.547526567,7.203791128,8.206775511,7.825769247,7.687373061,7.92432461,7.668902071,7.735572377,7.54108094,7.543008196,7.238609873,5.83872348,5.608114004
232953_at,NA,232953_at,4.082058811,4.000208264,3.621289468,4.006368008,4.148943127,3.930247142,4.069595786,4.625180807,4.488361003,4.727715432,4.096436059,4.432340824,4.098278149,3.889261518
232954_at,NA,232954_at,4.469777106,4.198462614,4.775976959,4.77146463,4.519919352,4.246978809,4.433171569,4.426433093,4.617977929,4.518775436,4.43625377,4.516746046,4.612614055,4.469777106
232955_at,NA,232955_at,4.261589769,4.100005081,4.184786066,4.481256782,4.311262,4.19536316,4.021641417,4.058165317,3.984847868,4.304050907,3.974384509,4.013859452,4.255965436,4.541954651
232956_at,NA,232956_at,4.203746512,4.073307442,4.148213006,4.01388019,4.040148976,4.126830133,4.215325504,4.152719593,3.960753764,4.09794786,4.170880042,4.232926268,4.301739763,4.197826322
232957_x_at,NA,232957_x_at,3.71929873,4.060133997,3.818558395,3.962263615,3.793132254,3.654962069,3.869305584,3.892376693,3.836477791,3.693817469,3.788649168,4.002606465,3.747982933,3.558194781
232958_at,NA,232958_at,3.725285718,3.69087616,3.142444864,4.157853838,3.211382158,3.188571053,3.358591857,3.70655665,3.188571053,4.542227627,4.205663064,4.060063948,3.808745643,3.694540671
232959_at,NA,232959_at,4.831613824,4.534424291,5.038985701,4.187960362,4.577871143,5.133740721,4.533801211,4.531683982,4.81999726,4.665538233,4.790907638,4.726818156,4.688329661,4.790283311
232960_at,NUP62CL,232960_at,3.5499872,3.331272158,3.413064662,3.242244633,3.277528695,3.333129524,3.395259385,3.339788499,3.437568664,3.34746912,3.366154481,3.437604322,3.406684693,3.411207295
232961_at,SPATS2L,232961_at,4.85833952,4.973337562,5.207448842,5.526634024,5.88103144,5.134740197,5.198862294,5.433872527,4.677462148,5.45095928,5.306329072,4.836362951,4.790658032,4.380937101
232962_x_at,NA,232962_x_at,3.915082135,4.120596266,3.981146866,4.153681862,4.076669886,4.039474436,4.186316749,4.250192964,4.662863717,3.792179338,4.008702414,4.191473905,4.125919013,4.184008555
232963_at,NA,232963_at,6.423510694,6.485193549,6.397457937,6.337552293,6.210125072,5.77158526,6.535962294,6.090268355,6.213915253,5.598870803,5.781291855,6.060571605,5.746313221,5.741656624
232964_at,SPDYE1,232964_at,6.350890801,6.800093459,6.338406372,6.488879087,6.690554539,6.282088198,7.103671907,6.228517131,7.02378066,6.645312455,6.667426644,6.691544509,5.877238092,6.388926405
232965_at,DPY19L3-DT,232965_at,4.959673431,4.525833654,4.889873869,5.520836083,5.04073743,5.409204499,4.721254201,4.760060605,4.831492049,4.762553745,4.507885042,4.769014488,4.83645867,5.172053855
232966_at,LPIN3,232966_at,5.73695368,5.144321577,5.94563074,5.403796079,5.690076724,5.887573412,5.460409172,5.660431022,5.751771315,5.596148057,5.610353753,5.557135994,5.524441149,6.037958709
232967_at,NA,232967_at,3.813627876,3.825374202,3.96130357,3.918907168,3.975783,4.098139993,3.929299415,3.649144679,3.798632492,4.049562759,4.253769839,4.093917339,4.048542543,4.358739519
232968_at,FANK1,232968_at,5.398753764,7.39050062,5.09947944,5.25050358,6.403059148,5.610377924,5.896093098,6.138365355,4.48201963,4.646365794,5.10569885,5.036219142,4.465876675,4.905650907
232969_at,CARD8,232969_at,4.561994675,4.603205134,4.903509601,4.404365023,4.544755093,4.520048253,4.53276925,4.513737293,4.379850944,4.554529705,4.771850474,4.297389354,4.748730142,4.581026632
232970_at,NA,232970_at,5.014872656,4.950372426,5.221444887,5.007196504,4.983138955,5.031254054,5.067798005,5.035196137,5.040578578,5.181142755,4.973337562,4.824322127,4.871851491,5.177624749
232971_at,RBM15,232971_at,3.865835511,3.821501857,3.836787732,3.684447475,3.899401324,3.90900243,3.921755602,4.213360551,4.129195441,3.754500359,3.740681263,3.731389444,4.015689296,3.854901266
232972_at,PRR29,232972_at,6.83315199,6.542346978,6.850627003,6.675048881,6.835092807,6.797703475,6.694539674,6.822049036,6.765948172,6.762767544,6.939840297,7.003193507,6.652912266,6.610568398
232973_at,DOCK1,232973_at,4.607897177,4.536546933,4.85666235,4.733796384,4.71323125,4.246674638,4.748150468,4.753260214,4.635975378,4.799141142,4.833589283,4.694612878,4.837979431,4.711299313
232974_at,NA,232974_at,6.034157972,6.4829606,6.166898014,6.129151518,6.598764966,5.766835542,6.507894616,6.775059271,6.483832949,6.066605265,6.369350286,6.430865303,6.31380404,6.253059116
232975_at,HCG18,232975_at,6.21221238,6.206362653,6.331387246,6.533158459,6.263591025,6.258363163,6.539950546,6.338686492,6.365252929,6.220124694,6.296529012,6.973335202,6.146191645,5.756254513
232976_at,NA,232976_at,5.314090009,5.222687219,5.467748237,5.110103793,5.431819831,5.358427714,5.45722331,5.285503326,5.273229081,5.326110373,5.219386399,5.266716709,5.534408942,5.254127807
232977_x_at,MYH14,232977_x_at,5.964396289,6.922960092,6.661679352,6.197232199,6.509832976,6.859119004,6.610931558,6.412789974,6.820211289,6.502170724,6.411100137,6.459632792,6.676495379,6.983771031
232978_at,NA,232978_at,6.015567664,5.881432789,5.508546036,6.042734931,5.615470704,5.744054798,6.503814767,5.589106016,6.512242768,6.705203983,6.97361398,6.837526082,6.197257728,6.35387
232979_at,HOXB3,232979_at,5.6351535,5.701612341,5.038985701,5.154014194,5.09896677,4.857814244,8.211140834,4.472836838,5.343030638,6.132079717,5.775778302,5.444425239,6.279234701,5.595586643
232980_at,LMBRD1,232980_at,4.027301799,4.122306599,4.181094258,3.755316154,3.780034782,4.111144992,4.042031115,4.809911395,4.065922172,4.380358077,3.909520806,4.455709597,3.958793802,3.710677123
232981_s_at,SYNRG,232981_s_at,6.442789007,6.025800766,7.864203819,6.138144727,6.276427011,6.197887952,7.53640818,6.500551898,6.263383575,6.31482567,6.279234938,6.205222797,6.124561811,5.76648612
232982_at,SYNRG,232982_at,4.396247697,4.082164447,4.373502091,4.128763432,4.318833626,4.163056648,4.45351241,4.283494199,4.257717828,4.362045293,4.471559318,4.510630549,4.367250468,4.499426754
232983_s_at,SERGEF,232983_s_at,7.57657694,7.824535363,7.254276996,7.063352482,6.5836647,7.95193276,7.298692459,6.840590506,8.206630395,7.433784263,7.633693002,7.398149524,7.440770557,7.510080284
232984_at,HYDIN,232984_at,4.40862178,4.626405866,4.535200874,4.453232744,4.303063003,4.159636141,4.062320502,4.716192915,4.293102574,4.369730805,4.408930668,4.379538206,4.402398907,4.501152814
232985_s_at,DPPA4,232985_s_at,3.712815883,3.591234574,3.542936119,3.519411311,3.530586235,3.703561522,3.558369756,3.30126685,3.56200945,3.37581485,3.362775396,3.222726262,3.767087095,3.467966422
232986_at,ZNF233,232986_at,4.501883452,4.181120362,4.414541195,4.326359002,4.295485297,4.389321357,4.53307555,4.105412275,4.904236758,4.576892304,4.037024598,4.415219815,4.390410549,4.329823815
232987_at,NA,232987_at,5.893790167,5.627504068,5.589479764,5.303478675,5.617515649,5.371467465,5.637709908,5.510696464,5.541391384,5.397756079,5.102686864,5.334262069,5.52724137,5.514652107
232988_at,GSE1,232988_at,5.923297613,5.739942022,6.125339587,5.896242682,6.065074511,6.062022147,6.306779151,5.878393396,6.092402459,6.221694385,6.060712011,6.163156322,6.101163001,6.179389806
232989_s_at,CCDC136,232989_s_at,3.799973705,3.757355768,4.053635753,3.847771503,3.753325133,3.844944168,3.527763995,3.726455732,3.539311228,4.095732279,4.341127016,4.302305019,4.305112226,4.168488149
232990_at,VCF2,232990_at,4.215228375,4.251657131,4.500459877,4.259142477,4.571522059,4.323648501,3.969226273,3.98862769,5.415820167,4.561037743,4.442224623,4.352250205,4.637618836,4.213225036
232991_at,NA,232991_at,8.230205746,7.84524475,7.972093524,8.404631954,8.181343952,7.669386035,8.282127594,7.964672714,7.93542517,7.900870269,7.397211225,8.622845575,7.62199195,7.737788652
232992_at,SAYSD1,232992_at,4.149885332,4.343948367,4.222946389,4.05875113,4.31968982,4.117981868,4.043341117,4.010562448,4.334974706,4.181481538,4.103344984,4.047843241,4.151588223,4.443465273
232993_at,SYNJ1,232993_at,3.464842713,3.207166713,3.412636517,3.277114235,3.403304476,3.369497091,3.176364573,3.297043293,3.313160775,3.426614651,3.185829086,3.247267992,3.315202003,3.144755459
232994_s_at,ARHGEF28,232994_s_at,5.826925656,6.366136349,6.167124419,5.766835542,5.703532647,6.998720151,5.789646389,6.187794422,6.288751495,7.918454372,7.935952085,7.936271454,6.905714639,7.658249927
232995_at,NA,232995_at,4.926287575,5.146321194,5.106812274,5.185072393,5.673798622,5.444382327,5.464842861,5.499455139,5.436204928,5.146321194,4.599765217,5.206412283,5.305340305,5.080502951
232996_at,CCDC120,232996_at,4.559824289,4.841514026,4.729867933,4.560233272,4.467436321,4.663383905,4.469399984,4.662612096,4.8256505,4.475962837,4.495696191,4.46428284,4.675339997,4.565971485
232997_at,NA,232997_at,5.466442809,6.779403509,5.442244382,5.463466711,5.665221824,5.153507592,5.222177511,5.311928423,5.356922883,5.886473542,5.653309319,6.040922052,4.920211781,4.750692494
232998_at,TIGD4,232998_at,3.587820539,3.732622577,3.439242173,3.321876797,3.601606464,3.305803769,3.601069707,3.77757649,4.00904868,3.390281336,3.687678738,3.750290055,3.501030949,3.780690363
